;orig_food_id;id_food_table;food_group;food_subgroup;nombre_primario;nombre_secundario;G_energy;G_protein;G_fiber, total dietary;G_carbohydrate;G_carbohydrate, by difference;G_fatty acids, total monounsaturated;G_fatty acids, total polyunsaturated;G_fatty acids, total saturated;G_sugars, total;G_total lipid (fat);G_ash;M_calcium;M_iron;M_magnesium;M_manganese;M_phosphorus;M_potassium;M_selenium;M_sodium;M_zinc;M_copper;V_vit b1;V_vit b2;V_vit b5;V_vit b6;V_vit b9;V_vit c;V_vit k;AE_alanine;AE_arginine;AE_aspartic acid;AE_cystine;AE_glutamine;AE_glycine;AE_proline;AE_serine;AE_tyrosine;ANE_histidine;ANE_isoleucine;ANE_leucine;ANE_lysine;ANE_methionine;ANE_phenylalanine;ANE_threonine;ANE_tryptophan;ANE_valine;OT_choline;Cluster
99;20019;205;cereals and cereal products;cereals;corn;corn flour, masa, unenriched, white;365.200765;9280.0;6400.0;0.0;76290.0;997.0;1724.0;532.0;1610.0;3860.0;1520.0;136.0;1.47;93.0;0.447;214.0;263.0;0.014;5.0;1.8;0.18;0.223;0.097;0.192;0.475;0.029;0.0;0.0;696.0;411.0;599.0;200.0;1729.0;343.0;741.0;456.0;251.0;285.0;302.0;1124.0;240.0;183.0;451.0;268.0;68.0;416.0;8.6;1
100;657;170;herbs and spices;oilseed crops;sesame;sesame seeds, whole, dried;568.116635;17700.0;18000.0;5500.0;0.0;0.0;0.0;6700.0;0.0;0.0;4500.0;959.0;14.6;351.0;2.46;580.0;468.0;0.0244;11.0;7.75;4.08;0.791;0.247;0.05;0.79;0.097;0.0;0.0;1100.0;3100.0;1900.0;440.0;4700.0;1400.0;970.0;1100.0;870.0;600.0;900.0;1600.0;670.0;700.0;1100.0;870.0;470.0;1200.0;0.0;0
101;35136;205;cereals and cereal products;cereals;corn;cornmeal, white (navajo);398.0;10990.0;10400.0;0.0;77140.0;1532.0;2078.0;853.0;1460.0;5040.0;1400.0;11.0;3.79;125.0;0.646;280.0;443.0;0.0;4.0;3.24;0.219;0.31;0.137;2.49;0.583;0.032;0.0;0.0004;836.0;474.0;724.0;217.0;2043.0;399.0;906.0;510.0;412.0;292.0;404.0;1375.0;319.0;258.0;543.0;345.0;70.0;554.0;0.0;1
102;16418;85;soy;soy;soy bean;soy flour, low-fat, crude protein basis (n x 6.25);369.502868;50930.0;10200.0;0.0;33580.0;1480.0;3782.0;969.0;19800.0;6700.0;6090.0;188.0;5.99;229.0;3.08;593.0;2570.0;0.0093;18.0;1.18;5.08;0.38;0.285;1.82;0.522;0.41;0.0;0.0041;2192.0;3610.0;5851.0;750.0;9013.0;2151.0;2722.0;2697.0;1760.0;1255.0;2257.0;3789.0;3097.0;627.0;2428.0;2021.0;676.0;2322.0;0.0;2
103;51;149;fruits;drupes;peach;peach, dried;336.042065;4900.0;14300.0;68400.0;0.0;0.0;0.0;94.0;51100.0;0.0;3400.0;25.0;6.8;80.0;0.67;120.0;945.0;0.0;79.0;0.57;0.63;0.002;0.065;0.3;0.15;0.014;4.8;0.0;240.0;100.0;540.0;55.0;850.0;94.0;170.0;20.0;120.0;100.0;77.0;170.0;180.0;180.0;110.0;170.0;23.0;240.0;0.0;0
104;11667;490;aquatic foods;seaweed;spirulina;seaweed, spirulina, dried;290.0;57470.0;3600.0;0.0;23900.0;675.0;2080.0;2650.0;3100.0;7720.0;6230.0;120.0;28.5;195.0;1.9;118.0;1363.0;0.0072;1048.0;2.0;6.1;2.38;3.67;3.48;0.364;0.094;10.1;0.0255;4515.0;4147.0;5793.0;662.0;8386.0;3099.0;2382.0;2998.0;2584.0;1085.0;3209.0;4947.0;3025.0;1149.0;2777.0;2970.0;929.0;3512.0;66.0;3
105;2021;206;herbs and spices;spices;ginger;spices, ginger, ground;335.564054;8980.0;14100.0;0.0;71620.0;479.0;929.0;2599.0;3390.0;4240.0;5220.0;114.0;19.8;214.0;33.3;168.0;1320.0;0.0558;27.0;3.64;0.48;0.046;0.17;0.477;0.626;0.013;0.7;0.0008;272.0;708.0;1387.0;99.0;790.0;497.0;334.0;250.0;243.0;199.0;341.0;513.0;241.0;89.0;311.0;289.0;152.0;411.0;41.2;1
106;20003;291;vegetables;tubers;arrowroot;arrowroot flour;357.07457;300.0;3400.0;0.0;88150.0;2.0;45.0;19.0;0.0;100.0;80.0;40.0;0.33;3.0;0.47;5.0;11.0;0.0;2.0;0.07;0.04;0.001;0.0;0.13;0.005;0.007;0.0;0.0;14.0;12.0;47.0;6.0;50.0;14.0;9.0;13.0;9.0;4.0;10.0;19.0;13.0;6.0;12.0;12.0;4.0;14.0;0.0;1
107;12170;170;herbs and spices;oilseed crops;sesame;seeds, sesame flour, high-fat;526.051625;30780.0;0.0;0.0;26620.0;14010.0;16261.0;5196.0;0.0;37100.0;4600.0;159.0;15.17;361.0;1.489;807.0;423.0;0.0;41.0;10.67;1.52;2.684;0.286;2.928;0.152;0.031;0.0;0.0;1609.0;4565.0;2858.0;621.0;6865.0;2108.0;1406.0;1679.0;1289.0;906.0;1324.0;2358.0;987.0;1016.0;1632.0;1278.0;674.0;1719.0;0.0;3
108;20065;169;cereals and cereal products;cereals;rye;rye flour, light;357.0;9820.0;8000.0;0.0;76680.0;158.0;584.0;150.0;930.0;1330.0;780.0;13.0;0.91;32.0;1.162;130.0;224.0;0.0176;2.0;1.33;0.213;0.331;0.09;0.665;0.234;0.023;0.0;0.0059;337.0;380.0;496.0;0.0;2457.0;333.0;965.0;434.0;199.0;147.0;235.0;556.0;210.0;113.0;445.0;278.0;111.0;323.0;10.8;1
109;2066;112;herbs and spices;herbs;spearmint;spearmint, dried;285.0;19930.0;29800.0;0.0;52040.0;210.0;3257.0;1577.0;0.0;6030.0;10700.0;1488.0;87.47;602.0;11.482;276.0;1924.0;0.0;344.0;2.41;1.542;0.288;1.421;1.399;2.579;0.53;0.0;0.0;1036.0;918.0;2353.0;220.0;2172.0;957.0;816.0;778.0;600.0;399.0;816.0;1496.0;858.0;281.0;1017.0;816.0;306.0;995.0;0.0;2
110;12077;301;nuts;nuts;beech nut;nuts, beechnuts, dried;576.003824;6200.0;0.0;0.0;33500.0;21892.0;20089.0;5719.0;0.0;50000.0;3700.0;1.0;2.46;0.0;1.341;0.0;1017.0;0.0;38.0;0.36;0.67;0.304;0.371;0.925;0.684;0.113;15.5;0.0;414.0;443.0;1071.0;197.0;800.0;319.0;326.0;310.0;172.0;172.0;245.0;367.0;367.0;146.0;262.0;221.0;69.0;346.0;0.0;3
111;8120;270;cereals and cereal products;cereal products;breakfast cereal;cereals, oats, regular and quick, not fortified, dry;379.063098;13150.0;10100.0;0.0;67700.0;1980.0;2300.0;1110.0;990.0;6520.0;1770.0;52.0;4.25;138.0;3.63;410.0;362.0;0.0289;6.0;3.64;0.391;0.46;0.155;1.12;0.1;0.032;0.0;0.002;563.0;850.0;1217.0;455.0;2830.0;642.0;451.0;705.0;395.0;275.0;503.0;980.0;637.0;207.0;665.0;382.0;182.0;688.0;40.4;1
112;12130;382;nuts;nuts;hickory nut;nuts, hickorynuts, dried;657.026769;12720.0;6400.0;0.0;18250.0;32611.0;21886.0;7038.0;0.0;64370.0;2000.0;61.0;2.12;173.0;4.61;336.0;436.0;0.0081;1.0;4.31;0.738;0.867;0.131;1.746;0.192;0.04;2.0;0.0;662.0;2086.0;1368.0;271.0;2885.0;708.0;571.0;806.0;454.0;389.0;576.0;1027.0;497.0;300.0;713.0;422.0;139.0;730.0;0.0;5
113;90;8;herbs and spices;herbs;garlic;garlic, dried, powder;349.426386;16800.0;9900.0;62700.0;0.0;0.0;0.0;143.0;0.0;0.0;3300.0;80.0;2.75;58.0;0.0;417.0;1101.0;0.0;26.0;2.63;0.0;0.466;0.152;0.0;0.0;0.0;3.58;0.0;350.0;1700.0;1300.0;170.0;2100.0;540.0;260.0;510.0;220.0;300.0;560.0;810.0;730.0;200.0;480.0;400.0;180.0;780.0;0.0;7
114;338;105;fruits;pomes;apple;apple, dried;255.258126;930.0;8700.0;0.0;0.0;0.0;0.0;63.0;41000.0;0.0;1100.0;30.0;1.4;5.0;0.2;38.0;450.0;0.0005;87.0;0.2;0.04;0.065;0.1;0.3;0.125;0.0;3.9;0.0;42.0;24.0;300.0;2.0;73.0;27.0;30.0;37.0;13.0;15.0;30.0;48.0;45.0;8.0;27.0;24.0;8.0;36.0;0.0;0
115;9264;73;fruits;tropical fruits;japanese persimmon;persimmons, japanese, dried;274.0;1380.0;14500.0;0.0;73430.0;0.0;0.0;0.0;0.0;590.0;1590.0;25.0;0.74;31.0;1.39;81.0;802.0;0.0;2.0;0.42;0.442;0.0;0.029;0.0;0.0;0.0;0.0;0.0;68.0;59.0;136.0;30.0;179.0;60.0;53.0;53.0;39.0;27.0;60.0;101.0;78.0;12.0;63.0;71.0;24.0;72.0;0.0;1
116;2010;50;herbs and spices;spices;chinese cinnamon;spices, cinnamon, ground;247.370937;3990.0;53100.0;0.0;80590.0;246.0;68.0;345.0;2170.0;1240.0;3600.0;1002.0;8.32;60.0;17.466;64.0;431.0;0.0031;10.0;1.83;0.339;0.022;0.041;0.358;0.158;0.006;3.8;0.0312;166.0;166.0;438.0;58.0;370.0;195.0;419.0;195.0;136.0;117.0;146.0;253.0;243.0;78.0;146.0;136.0;49.0;224.0;11.0;2
117;20063;169;cereals and cereal products;cereals;rye;rye flour, dark;325.047801;15910.0;23800.0;0.0;68630.0;284.0;1046.0;269.0;2310.0;2220.0;2500.0;37.0;4.97;160.0;6.062;499.0;717.0;0.018;2.0;5.04;0.56;0.316;0.251;1.456;0.443;0.033;0.0;0.0059;647.0;764.0;827.0;0.0;3139.0;680.0;1014.0;681.0;271.0;233.0;353.0;857.0;338.0;199.0;646.0;490.0;180.0;498.0;30.4;6
118;20061;125;cereals and cereal products;cereals;rice;rice flour, white;366.0;5950.0;2400.0;0.0;80130.0;442.0;379.0;386.0;120.0;1420.0;610.0;10.0;0.35;35.0;1.2;98.0;76.0;0.0151;0.0;0.8;0.13;0.138;0.021;0.819;0.436;0.004;0.0;0.0;332.0;516.0;549.0;107.0;1097.0;267.0;278.0;310.0;314.0;149.0;244.0;488.0;207.0;144.0;317.0;210.0;72.0;348.0;5.8;1
119;12034;170;herbs and spices;oilseed crops;sesame;seeds, sesame meal, partially defatted;567.0;16960.0;0.0;0.0;26040.0;18127.0;21039.0;6722.0;0.0;48000.0;4000.0;153.0;14.55;346.0;1.427;774.0;406.0;0.0;39.0;10.23;1.457;2.573;0.275;2.807;0.146;0.03;0.0;0.0;886.0;2515.0;1574.0;342.0;3782.0;1162.0;774.0;925.0;710.0;499.0;730.0;1299.0;544.0;560.0;899.0;704.0;371.0;947.0;0.0;3
120;20316;205;cereals and cereal products;cereals;corn;corn flour, whole-grain, white;361.0;6930.0;7300.0;0.0;76850.0;1018.0;1759.0;543.0;640.0;3860.0;1450.0;7.0;2.38;93.0;0.46;272.0;315.0;0.0154;5.0;1.73;0.23;0.246;0.08;0.658;0.37;0.025;0.0;0.0003;518.0;345.0;482.0;125.0;1300.0;284.0;605.0;329.0;282.0;211.0;248.0;850.0;195.0;145.0;340.0;261.0;49.0;351.0;21.6;1
121;2029;131;herbs and spices;herbs;parsley;spices, parsley, dried;291.586998;26630.0;26700.0;0.0;50640.0;761.0;3124.0;1378.0;7270.0;5480.0;11360.0;1140.0;22.04;400.0;9.81;436.0;2683.0;0.0141;452.0;5.44;0.78;0.196;2.383;1.062;0.9;0.18;125.0;1.3595;1778.0;1756.0;3169.0;298.0;3688.0;1756.0;2010.0;1159.0;1159.0;718.0;1546.0;2794.0;2098.0;596.0;1712.0;1193.0;475.0;2021.0;97.1;2
122;12022;42;herbs and spices;oilseed crops;safflower;seeds, safflower seed meal, partially defatted;342.017208;35620.0;0.0;0.0;48730.0;272.0;1584.0;207.0;0.0;2390.0;6850.0;77.0;4.86;350.0;1.998;638.0;68.0;0.0;3.0;5.01;1.733;1.153;0.412;3.996;1.161;0.159;0.0;0.0;1700.0;3851.0;3978.0;685.0;8145.0;2224.0;1599.0;1788.0;1169.0;995.0;1579.0;2540.0;1176.0;625.0;1774.0;1290.0;403.0;2258.0;0.0;3
123;463;170;herbs and spices;oilseed crops;sesame;sesame seed, decorticated;597.992352;22700.0;8800.0;4600.0;0.0;0.0;0.0;8600.0;0.0;0.0;2900.0;64.8;14.6;351.0;2.46;739.0;468.0;0.0244;11.0;7.75;4.08;0.791;0.247;0.05;0.79;0.097;0.0;0.0;1200.0;3300.0;2000.0;460.0;5000.0;1500.0;990.0;1200.0;910.0;660.0;950.0;1700.0;700.0;740.0;1200.0;910.0;500.0;1200.0;0.0;0
124;20016;205;cereals and cereal products;cereals;corn;corn flour, whole-grain, yellow;361.0;6930.0;7300.0;0.0;76850.0;1018.0;1759.0;543.0;640.0;3860.0;1450.0;7.0;2.38;93.0;0.46;272.0;315.0;0.0154;5.0;1.73;0.23;0.246;0.08;0.658;0.37;0.025;0.0;0.0003;518.0;345.0;482.0;125.0;1300.0;284.0;605.0;329.0;282.0;211.0;248.0;850.0;195.0;145.0;340.0;261.0;49.0;351.0;21.6;1
125;12094;336;nuts;nuts;chinese chestnut;nuts, chestnuts, chinese, dried;363.049713;6820.0;0.0;0.0;79760.0;945.0;468.0;266.0;0.0;1810.0;2710.0;29.0;2.29;137.0;2.601;155.0;726.0;0.0;5.0;1.41;0.59;0.26;0.293;0.902;0.666;0.11;58.5;0.0;324.0;699.0;1385.0;179.0;873.0;299.0;263.0;299.0;203.0;197.0;255.0;421.0;371.0;165.0;309.0;272.0;80.0;358.0;0.0;1
126;20446;125;cereals and cereal products;cereals;rice;rice, white, long-grain, parboiled, unenriched, dry;374.0;7510.0;1800.0;0.0;80890.0;258.0;322.0;294.0;330.0;1030.0;710.0;71.0;0.74;27.0;1.035;153.0;174.0;0.0199;2.0;1.02;0.284;0.224;0.05;0.672;0.452;0.008;0.0;0.0001;433.0;651.0;795.0;153.0;1395.0;358.0;484.0;366.0;216.0;185.0;339.0;656.0;215.0;183.0;398.0;271.0;103.0;470.0;0.0;1
127;12100;368;nuts;nuts;european chestnut;nuts, chestnuts, european, dried, peeled;369.024857;5010.0;0.0;0.0;78430.0;1349.0;1546.0;736.0;0.0;3910.0;3640.0;64.0;2.39;74.0;1.183;137.0;991.0;0.0;37.0;0.35;0.653;0.354;0.054;0.901;0.666;0.11;15.1;0.0;335.0;359.0;866.0;159.0;647.0;258.0;264.0;251.0;139.0;139.0;198.0;297.0;297.0;118.0;212.0;179.0;56.0;280.0;0.0;1
128;20481;575;cereals and cereal products;cereals;wheat;wheat flour, white, all-purpose, unenriched;364.005736;10330.0;2700.0;0.0;76310.0;87.0;413.0;155.0;270.0;980.0;470.0;15.0;1.17;22.0;0.682;108.0;107.0;0.0339;2.0;0.7;0.144;0.12;0.04;0.438;0.044;0.026;0.0;0.0003;332.0;417.0;435.0;219.0;3479.0;371.0;1198.0;516.0;312.0;230.0;357.0;710.0;228.0;183.0;520.0;281.0;127.0;415.0;10.4;1
129;12014;66;gourds;gourds;cucurbita;seeds, pumpkin and squash seed kernels, dried;559.034417;30230.0;6000.0;0.0;10710.0;16242.0;20976.0;8659.0;1400.0;49050.0;4780.0;46.0;8.82;592.0;4.543;1233.0;809.0;0.0094;7.0;7.81;1.343;0.273;0.153;0.75;0.143;0.058;1.9;0.0073;1485.0;5353.0;2960.0;332.0;6188.0;1843.0;1316.0;1673.0;1093.0;780.0;1281.0;2419.0;1236.0;603.0;1733.0;998.0;576.0;1579.0;63.0;3
130;542;575;cereals and cereal products;cereals;wheat;wheat, flour, wholemeal;340.82218;10600.0;13800.0;60000.0;0.0;0.0;0.0;483.0;540.0;0.0;1500.0;29.8;3.31;103.0;2.74;313.0;379.0;0.0001;4.13;2.6;0.317;0.39;0.075;0.68;0.34;0.05;0.0;0.03;460.0;550.0;610.0;180.0;3400.0;480.0;1000.0;550.0;290.0;280.0;420.0;750.0;370.0;170.0;520.0;350.0;150.0;570.0;0.0;7
131;20070;246;cereals and cereal products;cereals;triticale;triticale flour, whole-grain;338.0;13180.0;14600.0;0.0;73140.0;183.0;794.0;318.0;0.0;1810.0;1850.0;35.0;2.59;153.0;4.185;321.0;466.0;0.0;2.0;2.66;0.559;0.378;0.132;2.167;0.403;0.074;0.0;0.0;491.0;678.0;794.0;278.0;4048.0;565.0;1196.0;599.0;387.0;314.0;484.0;920.0;369.0;206.0;644.0;409.0;158.0;615.0;0.0;1
132;16128;718;soy;soy products;tofu;tofu, dried-frozen (koyadofu);480.0;47940.0;7200.0;0.0;14560.0;6701.0;17128.0;4388.0;0.0;30340.0;1380.0;364.0;9.73;59.0;3.689;483.0;20.0;0.0543;6.0;4.9;1.179;0.494;0.317;0.415;0.286;0.092;0.7;0.0;1965.0;3190.0;5298.0;663.0;8287.0;1872.0;2586.0;2259.0;1604.0;1394.0;2376.0;3644.0;3157.0;613.0;2334.0;1956.0;747.0;2418.0;0.0;3
133;12006;333;herbs and spices;other seeds;chia;seeds, chia seeds, dried;486.137667;16540.0;34400.0;0.0;42120.0;2309.0;23665.0;3330.0;0.0;30740.0;4800.0;631.0;7.72;335.0;2.723;860.0;407.0;0.0552;16.0;4.58;0.924;0.62;0.17;0.0;0.0;0.049;1.6;0.0;1044.0;2143.0;1689.0;407.0;3500.0;943.0;776.0;1049.0;563.0;531.0;801.0;1371.0;970.0;588.0;1016.0;709.0;436.0;950.0;0.0;3
134;1478;171;vegetables;fruit vegetables;garden tomato;tomato, dried;284.17782;14100.0;12300.0;43500.0;0.0;0.0;0.0;499.0;37600.0;0.0;12600.0;110.0;9.09;194.0;1.85;356.0;3427.0;0.0055;2095.0;1.99;1.42;0.528;0.489;2.09;0.332;0.068;39.2;0.0;410.0;340.0;2000.0;180.0;5200.0;340.0;270.0;380.0;250.0;220.0;340.0;520.0;520.0;120.0;360.0;360.0;100.0;360.0;0.0;0
135;18375;682;baking goods;baking goods;leavening agent;leavening agents, yeast, bakers, active dry;325.286807;40440.0;26900.0;0.0;41220.0;4309.0;17.0;1001.0;0.0;7610.0;5650.0;30.0;2.17;54.0;0.312;637.0;955.0;0.0079;51.0;7.94;0.436;10.99;4.0;13.5;1.5;2.34;0.3;0.0004;2320.0;2030.0;4150.0;500.0;6470.0;1930.0;1650.0;1980.0;1130.0;910.0;1890.0;2920.0;3280.0;590.0;1750.0;1990.0;540.0;2310.0;32.0;2
136;2033;447;herbs and spices;spices;opium poppy;spices, poppy seed;525.0;17990.0;19500.0;0.0;28130.0;5982.0;28569.0;4517.0;2990.0;41560.0;6370.0;1438.0;9.76;347.0;6.707;870.0;719.0;0.0135;26.0;7.9;1.627;0.854;0.1;0.324;0.247;0.082;1.0;0.0;839.0;1945.0;2365.0;297.0;4299.0;952.0;2754.0;952.0;727.0;471.0;819.0;1321.0;952.0;502.0;758.0;686.0;184.0;1095.0;8.8;3
137;16417;85;soy;soy;soy bean;soy flour, defatted, crude protein basis (n x 6.25);372.131931;49810.0;16000.0;0.0;30630.0;1460.0;4215.0;1290.0;14580.0;8900.0;6040.0;285.0;8.2;285.0;3.15;675.0;2090.0;0.0589;9.0;4.1;1.6;1.088;0.28;1.55;1.05;0.305;0.0;0.0041;2215.0;3647.0;5911.0;757.0;9106.0;2174.0;2750.0;2725.0;1778.0;1268.0;2281.0;3828.0;3129.0;634.0;2453.0;2042.0;683.0;2346.0;191.7;2
138;20056;125;cereals and cereal products;cereals;rice;rice, white, with pasta, dry;368.068834;9370.0;0.0;0.0;75320.0;642.0;966.0;440.0;0.0;2440.0;5750.0;46.0;3.98;40.0;1.04;158.0;209.0;0.0319;1866.0;1.21;0.275;0.76;0.271;0.675;0.145;0.331;0.6;0.0;440.0;612.0;689.0;200.0;2420.0;376.0;666.0;472.0;330.0;208.0;386.0;722.0;275.0;191.0;482.0;299.0;114.0;504.0;0.0;1
139;20648;177;cereals and cereal products;cereals;sorghum;sorghum flour;361.0;7870.0;6600.0;0.0;77470.0;879.0;1367.0;475.0;1870.0;3290.0;1310.0;12.0;2.99;120.0;1.262;288.0;311.0;0.0122;4.0;1.44;0.222;0.277;0.053;0.93;0.345;0.025;0.0;0.0064;708.0;308.0;519.0;154.0;1626.0;293.0;608.0;384.0;210.0;156.0;288.0;1013.0;162.0;135.0;412.0;291.0;99.0;361.0;0.0;1
140;2018;82;herbs and spices;herbs;fennel;spices, fennel seed;345.0;15800.0;39800.0;0.0;52290.0;9910.0;1690.0;480.0;0.0;14870.0;8220.0;1196.0;18.54;385.0;6.533;487.0;1694.0;0.0;88.0;3.7;1.067;0.408;0.353;0.0;0.47;0.0;21.0;0.0;789.0;680.0;1833.0;222.0;2956.0;1107.0;900.0;900.0;410.0;331.0;695.0;996.0;758.0;301.0;647.0;602.0;253.0;915.0;0.0;2
141;11268;562;vegetables;mushrooms;shiitake;mushrooms, shiitake, dried;296.0;9580.0;11500.0;0.0;75370.0;317.0;151.0;225.0;2210.0;990.0;4560.0;11.0;1.72;132.0;1.176;294.0;1534.0;0.0461;13.0;7.66;5.165;0.3;1.27;21.879;0.965;0.163;3.5;0.0;567.0;648.0;760.0;196.0;2579.0;414.0;414.0;506.0;323.0;159.0;405.0;679.0;343.0;179.0;486.0;497.0;31.0;486.0;201.7;1
142;1;144;fruits;drupes;apricot;apricot, dried;277.007648;3390.0;7300.0;0.0;0.0;0.0;0.0;135.0;41900.0;0.0;2800.0;67.5;6.0;41.0;0.235;65.7;1026.0;0.0022;21.0;0.2;0.27;0.0;0.06;0.7;0.17;0.014;1.0;0.0;100.0;60.0;580.0;1.0;120.0;70.0;770.0;93.0;36.0;44.0;79.0;140.0;120.0;19.0;79.0;65.0;14.0;120.0;0.0;0
143;12193;485;herbs and spices;other seeds;hedge mustard;seeds, sisymbrium sp. seeds, whole, dried;318.116635;12140.0;0.0;0.0;58260.0;1486.0;2023.0;902.0;0.0;4600.0;18900.0;1633.0;0.11;314.0;1.512;6.0;2130.0;0.0;92.0;0.3;0.11;0.191;0.423;0.997;0.778;0.095;30.7;0.0;685.0;799.0;1484.0;245.0;1770.0;698.0;673.0;483.0;419.0;325.0;650.0;1234.0;806.0;311.0;584.0;689.0;266.0;705.0;0.0;1
144;173;205;cereals and cereal products;cereals;corn;corn starch;366.634799;400.0;500.0;88800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.28;4.0;1.0;99.0;5.0;0.0;1.7;0.5;0.0;0.0;0.008;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;7
145;389;682;baking goods;baking goods;leavening agent;baking powder;174.713193;5200.0;0.0;37800.0;0.0;0.0;0.0;0.0;0.0;0.0;50700.0;11300.0;0.0;9.0;0.0;8430.0;49.0;0.0;11800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;7
146;2042;183;herbs and spices;herbs;common thyme;spices, thyme, dried;276.290631;9110.0;37000.0;0.0;63940.0;470.0;1190.0;2730.0;1710.0;7430.0;11740.0;1890.0;123.6;220.0;7.867;201.0;814.0;0.0046;55.0;6.18;0.86;0.513;0.399;0.0;0.55;0.274;50.0;1.7145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;468.0;430.0;207.0;0.0;0.0;252.0;186.0;502.0;43.6;2
147;9165;103;fruits;tropical fruits;lichee;litchis, dried;277.007648;3800.0;4600.0;0.0;70700.0;328.0;361.0;270.0;66100.0;1200.0;2000.0;33.0;1.7;42.0;0.234;181.0;1110.0;0.0013;3.0;0.28;0.631;0.01;0.57;0.0;0.09;0.012;183.0;0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187.0;42.0;0.0;0.0;33.0;0.0;12.7;4
148;2001;288;herbs and spices;spices;allspice;spices, allspice, ground;263.0;6090.0;21600.0;0.0;72120.0;660.0;2360.0;2550.0;0.0;8690.0;4650.0;661.0;7.06;135.0;2.943;113.0;1044.0;0.0027;77.0;1.01;0.553;0.101;0.063;0.0;0.21;0.036;39.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
149;43401;60;coffee and coffee products;coffee;robusta coffee;coffee, dry, powder, with whitener, reduced calorie;509.560229;1960.0;500.0;0.0;59940.0;1705.0;576.0;25128.0;59000.0;29100.0;2840.0;18.0;0.06;2.0;0.011;135.0;909.0;0.0009;819.0;0.02;0.011;0.0;0.0;0.001;0.0;0.001;0.0;0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;8
