;orig_food_id;id_food_table;food_group;food_subgroup;nombre_primario;nombre_secundario;G_energy;G_protein;G_fiber, total dietary;G_carbohydrate;G_carbohydrate, by difference;G_fatty acids, total monounsaturated;G_fatty acids, total polyunsaturated;G_fatty acids, total saturated;G_sugars, total;G_total lipid (fat);G_ash;M_calcium;M_iron;M_magnesium;M_manganese;M_phosphorus;M_potassium;M_selenium;M_sodium;M_zinc;M_copper;V_vit b1;V_vit b2;V_vit b5;V_vit b6;V_vit b9;V_vit c;V_vit k;AE_alanine;AE_arginine;AE_aspartic acid;AE_cystine;AE_glutamine;AE_glycine;AE_proline;AE_serine;AE_tyrosine;ANE_histidine;ANE_isoleucine;ANE_leucine;ANE_lysine;ANE_methionine;ANE_phenylalanine;ANE_threonine;ANE_tryptophan;ANE_valine;OT_choline;Cluster
150;2038;165;herbs and spices;herbs;common sage;spices, sage, ground;315.0;10630.0;40300.0;0.0;60730.0;1870.0;1760.0;7030.0;1710.0;12750.0;7950.0;1652.0;28.12;428.0;3.133;91.0;1070.0;0.0037;11.0;4.7;0.757;0.754;0.336;0.0;2.69;0.274;32.4;1.7145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6;2
151;2002;137;herbs and spices;herbs;anise;spices, anise seed;337.237094;17600.0;14600.0;0.0;50020.0;9780.0;3150.0;586.0;0.0;15900.0;6950.0;646.0;36.96;170.0;2.3;440.0;1441.0;0.005;16.0;5.3;0.91;0.34;0.29;0.797;0.65;0.01;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
152;43401;59;coffee and coffee products;coffee;arabica coffee;coffee, dry, powder, with whitener, reduced calorie;509.560229;1960.0;500.0;0.0;59940.0;1705.0;576.0;25128.0;59000.0;29100.0;2840.0;18.0;0.06;2.0;0.011;135.0;909.0;0.0009;819.0;0.02;0.011;0.0;0.0;0.001;0.0;0.001;0.0;0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;8
153;527;61;herbs and spices;herbs;coriander;coriander, leaf, dried;320.745698;21900.0;10400.0;41500.0;0.0;0.0;0.0;253.0;0.0;0.0;14100.0;1246.0;42.5;694.0;0.0;481.0;4466.0;0.0;211.0;0.0;0.0;1.25;1.5;0.0;0.0;0.0;567.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7
154;2012;61;herbs and spices;herbs;coriander;spices, coriander leaf, dried;279.0;21930.0;10400.0;0.0;52100.0;2232.0;328.0;115.0;7270.0;4780.0;14080.0;1246.0;42.46;694.0;6.355;481.0;4466.0;0.0293;211.0;4.72;1.786;1.252;1.5;0.0;0.61;0.274;566.7;1.3595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.1;2
155;2013;61;herbs and spices;herbs;coriander;spices, coriander seed;297.562141;12370.0;41900.0;0.0;54990.0;13580.0;1750.0;990.0;0.0;17770.0;6020.0;709.0;16.32;330.0;1.9;409.0;1267.0;0.0262;35.0;4.7;0.975;0.239;0.29;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
156;2037;63;herbs and spices;spices;saffron;spices, saffron;310.229446;11430.0;3900.0;0.0;65370.0;429.0;2067.0;1586.0;0.0;5850.0;5450.0;111.0;11.1;264.0;28.408;252.0;1724.0;0.0056;148.0;1.09;0.328;0.115;0.267;0.0;1.01;0.093;80.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
157;20132;22;cereals and cereal products;cereals;oat;oat flour, partially debranned;404.0;14660.0;6500.0;0.0;65700.0;2866.0;3329.0;1607.0;800.0;9120.0;1970.0;55.0;4.0;144.0;4.019;452.0;371.0;0.034;19.0;3.2;0.437;0.692;0.125;0.201;0.125;0.032;0.0;0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.9;1
158;2008;332;herbs and spices;spices;chervil;spices, chervil, dried;237.0;23200.0;11300.0;0.0;49100.0;1399.0;1800.0;169.0;0.0;3900.0;16600.0;1346.0;31.95;130.0;2.1;450.0;4740.0;0.0293;83.0;8.8;0.44;0.38;0.68;0.0;0.93;0.274;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
159;35232;863;herbs and spices;herbs;yellow pond-lily;wocas, dried seeds, oregon, yellow pond lily, nuphar lutea (or) - cy0617b;361.376673;7900.0;19200.0;0.0;80020.0;100.0;161.0;147.0;430.0;1070.0;1650.0;27.0;1.47;86.0;0.937;229.0;553.0;0.0007;25.0;6.33;0.073;0.03;0.07;1.3;0.957;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
160;35131;205;cereals and cereal products;cereals;corn;cornmeal, blue (navajo);398.183556;10400.0;8700.0;0.0;76930.0;1679.0;2465.0;886.0;1810.0;5440.0;1540.0;5.0;2.91;133.0;0.758;354.0;393.0;0.0118;7.0;2.91;0.218;0.285;0.107;0.353;0.593;0.058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
161;2025;118;herbs and spices;spices;nutmeg;spices, nutmeg, ground;525.0;5840.0;20800.0;0.0;49290.0;3220.0;350.0;25940.0;28490.0;36310.0;2340.0;184.0;3.04;183.0;2.9;213.0;350.0;0.0016;16.0;2.15;1.027;0.346;0.057;0.0;0.16;0.076;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.8;2
162;2007;15;herbs and spices;spices;wild celery;spices, celery seed;392.208413;18070.0;11800.0;0.0;41350.0;15930.0;3720.0;2190.0;670.0;25270.0;9270.0;1767.0;44.9;440.0;7.567;547.0;1400.0;0.0121;160.0;6.93;1.37;0.34;0.29;0.0;0.89;0.01;17.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.7;2
163;2022;118;herbs and spices;spices;nutmeg;spices, mace, ground;475.382409;6710.0;20200.0;0.0;50500.0;11170.0;4390.0;9510.0;0.0;32380.0;2230.0;252.0;13.9;163.0;1.5;110.0;463.0;0.0027;80.0;2.3;2.467;0.312;0.448;0.0;0.16;0.076;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
164;44055;15;herbs and spices;spices;wild celery;celery flakes, dried;319.0;11300.0;27800.0;0.0;63700.0;405.0;1035.0;555.0;35900.0;2100.0;13900.0;587.0;7.83;196.0;0.0;402.0;4388.0;0.0153;1435.0;2.77;0.571;0.44;0.5;0.0;0.46;0.107;86.5;0.5842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;122.3;4
165;20649;575;cereals and cereal products;cereals;wheat;wheat flour, whole-grain, soft wheat;332.456979;9610.0;13100.0;0.0;74480.0;283.0;1167.0;430.0;1020.0;1950.0;1530.0;33.0;3.71;117.0;3.399;323.0;394.0;0.0127;3.0;2.96;0.475;0.297;0.188;1.011;0.191;0.028;0.0;0.0019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.2;1
166;16157;47;pulses;peas;chickpea;chickpea flour (besan);387.0;22390.0;10800.0;0.0;57820.0;1504.0;2983.0;693.0;10850.0;6690.0;2820.0;45.0;4.86;166.0;1.6;318.0;846.0;0.0083;64.0;2.81;0.912;0.486;0.106;0.606;0.492;0.437;0.0;0.0091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
167;43401;58;coffee and coffee products;coffee;coffee;coffee, dry, powder, with whitener, reduced calorie;509.560229;1960.0;500.0;0.0;59940.0;1705.0;576.0;25128.0;59000.0;29100.0;2840.0;18.0;0.06;2.0;0.011;135.0;909.0;0.0009;819.0;0.02;0.011;0.0;0.0;0.001;0.0;0.001;0.0;0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;8
168;43343;768;coffee and coffee products;coffee products;coffee mocha;coffee and cocoa (mocha) powder, with whitener and low calorie sweetener;257.0;9000.0;4800.0;0.0;71400.0;954.0;349.0;11376.0;34980.0;13210.0;3290.0;60.0;3.06;122.0;0.807;451.0;1856.0;0.004;500.0;1.01;0.56;0.021;0.109;0.063;0.03;0.005;0.0;0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.8;4
169;14204;768;coffee and coffee products;coffee products;coffee mocha;coffee and cocoa (mocha) powder, with whitener and low calorie sweetener, decaffeinated;257.0;9000.0;4800.0;0.0;71400.0;954.0;349.0;11376.0;34980.0;13210.0;3290.0;60.0;3.06;122.0;0.807;451.0;1856.0;0.004;500.0;1.01;0.56;0.021;0.109;0.063;0.03;0.005;0.0;0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.8;4
170;2032;139;herbs and spices;spices;pepper (spice);spices, pepper, white;296.0;10400.0;26200.0;0.0;68610.0;789.0;616.0;626.0;0.0;2120.0;1590.0;265.0;14.31;90.0;4.3;176.0;73.0;0.0031;5.0;1.13;0.91;0.022;0.126;0.0;0.1;0.01;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
171;2043;68;herbs and spices;spices;turmeric;spices, turmeric, ground;354.0;7830.0;21100.0;0.0;64930.0;1660.0;2180.0;3120.0;3210.0;9880.0;6020.0;183.0;41.42;193.0;7.833;268.0;2525.0;0.0045;38.0;4.35;0.603;0.152;0.233;0.0;1.8;0.039;25.9;0.0134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.2;6
172;18371;682;baking goods;baking goods;leavening agent;leavening agents, baking powder, low-sodium;97.036329;100.0;2200.0;0.0;46900.0;6.0;121.0;73.0;0.0;400.0;46400.0;4332.0;8.17;29.0;0.42;6869.0;10100.0;0.0002;90.0;0.72;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
173;2041;19;herbs and spices;herbs;tarragon;spices, tarragon, dried;295.41109;22770.0;7400.0;0.0;50220.0;474.0;3698.0;1881.0;0.0;7240.0;12030.0;1139.0;32.3;347.0;7.967;313.0;3020.0;0.0044;62.0;3.9;0.677;0.251;1.339;0.0;2.41;0.274;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
174;18370;682;baking goods;baking goods;leavening agent;leavening agents, baking powder, double-acting, straight phosphate;51.0;100.0;200.0;0.0;24100.0;0.0;0.0;0.0;0.0;0.0;71800.0;7364.0;11.27;39.0;0.014;9918.0;5.0;0.0002;7893.0;0.02;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
175;2023;122;herbs and spices;herbs;sweet marjoram;spices, marjoram, dried;271.510516;12660.0;40300.0;0.0;60560.0;940.0;4405.0;529.0;4090.0;7040.0;12100.0;1990.0;82.71;346.0;5.433;306.0;1522.0;0.0045;77.0;3.6;1.133;0.289;0.316;0.0;1.19;0.274;51.4;0.6217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6;2
176;18369;682;baking goods;baking goods;leavening agent;leavening agents, baking powder, double-acting, sodium aluminum sulfate;53.059273;0.0;200.0;0.0;27700.0;0.0;0.0;0.0;0.0;0.0;67300.0;5876.0;11.02;27.0;0.011;2191.0;20.0;0.0002;10600.0;0.01;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
177;2004;97;herbs and spices;herbs;sweet bay;spices, bay leaf;313.575526;7610.0;26300.0;0.0;74970.0;1640.0;2290.0;2280.0;0.0;8360.0;3620.0;834.0;43.0;120.0;8.167;113.0;529.0;0.0028;23.0;3.7;0.416;0.009;0.421;0.0;1.74;0.18;46.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
178;1049;616;aquatic foods;seaweed;kombu;seaweed, konbu, dried (kelp);249.521989;7900.0;5300.0;49700.0;0.0;0.0;0.0;200.0;0.0;0.0;24500.0;680.0;3.3;121.0;0.0;250.0;7500.0;0.0007;3100.0;1.0;0.5;0.21;0.32;0.0;0.01;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7
179;2014;67;herbs and spices;spices;cumin;spices, cumin seed;375.0;17810.0;10500.0;0.0;44240.0;14040.0;3279.0;1535.0;2250.0;22270.0;7620.0;931.0;66.36;366.0;3.333;499.0;1788.0;0.0052;168.0;4.8;0.867;0.628;0.327;0.0;0.435;0.01;7.7;0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.7;2
180;479;86;herbs and spices;oilseed crops;sunflower;sunflower seeds, decorticated, dried;643.164436;24200.0;9900.0;3600.0;0.0;0.0;0.0;5500.0;0.0;0.0;2900.0;95.0;5.0;0.0;0.0;540.0;510.0;0.056;2.0;0.0;0.0;2.1;0.24;0.0;0.348;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
181;406;700;herbs and spices;herb and spice mixtures;curry powder;curry powder;339.388145;12700.0;33200.0;25200.0;0.0;0.0;0.0;3326.0;0.0;0.0;5600.0;478.0;29.6;254.0;0.0;349.0;1543.0;0.0171;52.0;4.05;1.04;0.253;0.281;0.0;1.15;0.154;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
182;2015;700;herbs and spices;herb and spice mixtures;curry powder;spices, curry powder;325.047801;12660.0;33200.0;0.0;58150.0;5551.0;2557.0;2237.0;2760.0;13810.0;5570.0;478.0;29.59;254.0;4.289;349.0;1543.0;0.0171;52.0;4.05;0.815;0.253;0.281;0.0;1.15;0.154;11.4;0.0998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.2;2
183;9147;393;fruits;other fruits;jujube;jujube, dried;287.045889;3700.0;0.0;0.0;73600.0;0.0;0.0;0.0;0.0;1100.0;1900.0;79.0;1.8;37.0;0.305;100.0;531.0;0.0;9.0;0.19;0.265;0.21;0.36;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
184;11988;568;vegetables;mushrooms;cloud ear fungus;fungi, cloud ears, dried;284.416826;9250.0;70100.0;0.0;73010.0;0.0;0.0;0.0;0.0;730.0;2210.0;159.0;5.88;83.0;1.951;184.0;754.0;0.0434;35.0;1.32;0.183;0.015;0.844;0.481;0.112;0.038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
185;2031;40;vegetables;fruit vegetables;pepper;spices, pepper, red or cayenne;318.116635;12010.0;27200.0;0.0;56630.0;2750.0;8370.0;3260.0;10340.0;17270.0;6040.0;148.0;7.8;152.0;2.0;293.0;2014.0;0.0088;30.0;2.48;0.373;0.328;0.919;0.0;2.45;0.106;76.4;0.0803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.5;2
186;2036;159;herbs and spices;herbs;rosemary;spices, rosemary, dried;331.500956;4880.0;42600.0;0.0;64060.0;3014.0;2339.0;7371.0;0.0;15220.0;6530.0;1280.0;29.25;220.0;1.867;70.0;955.0;0.0046;50.0;3.23;0.55;0.514;0.428;0.0;1.74;0.307;61.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
187;11230;560;vegetables;mushrooms;jews ear;pepeao, dried;298.279159;4820.0;0.0;0.0;81030.0;0.0;0.0;0.0;0.0;440.0;2570.0;113.0;6.14;146.0;1.151;116.0;708.0;0.0453;70.0;7.52;5.07;0.826;0.35;21.477;0.95;0.16;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
188;20018;205;cereals and cereal products;cereals;corn;corn flour, degermed, unenriched, yellow;375.0;5590.0;1900.0;0.0;82750.0;274.0;695.0;171.0;640.0;1390.0;460.0;2.0;0.91;18.0;0.056;60.0;90.0;0.008;1.0;0.37;0.142;0.074;0.058;0.052;0.097;0.048;0.0;0.0003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
189;842;13;herbs and spices;herbs;dill;dill weed, dried;321.223709;20000.0;11900.0;43900.0;0.0;0.0;0.0;0.0;0.0;0.0;12600.0;1784.0;48.8;451.0;0.0;543.0;3308.0;0.0;208.0;3.3;0.0;0.418;0.284;0.0;1.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7
190;2017;13;herbs and spices;herbs;dill;spices, dill weed, dried;253.107075;19960.0;13600.0;0.0;55820.0;0.0;0.0;234.0;0.0;4360.0;12560.0;1784.0;48.78;451.0;3.95;543.0;3308.0;0.0;208.0;3.3;0.49;0.418;0.284;0.0;1.71;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
191;8144;270;cereals and cereal products;cereal products;breakfast cereal;cereals, whole wheat hot natural cereal, dry;342.017208;11200.0;9500.0;0.0;75200.0;283.0;1008.0;300.0;420.0;2000.0;1600.0;40.0;3.39;122.0;3.2;379.0;389.0;0.0707;2.0;2.66;0.458;0.4;0.3;0.915;0.391;0.078;0.0;0.0024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.1;1
192;95;456;herbs and spices;herbs;rose hip;rose hip, dried, powder;276.290631;4500.0;43000.0;40000.0;0.0;0.0;0.0;0.0;28000.0;0.0;5200.0;663.0;4.2;240.0;5.5;104.0;1600.0;0.0005;24.0;0.58;0.26;0.06;0.3;0.0;0.05;0.21;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
193;2039;167;herbs and spices;herbs;summer savory;spices, savory, ground;272.0;6730.0;45700.0;0.0;68730.0;0.0;0.0;3260.0;0.0;5910.0;9630.0;2132.0;37.88;377.0;6.1;140.0;1051.0;0.0046;24.0;4.3;0.847;0.366;0.0;0.0;1.81;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
194;20315;205;cereals and cereal products;cereals;corn;corn flour, whole-grain, blue (harina de maiz morado);364.244742;8750.0;8400.0;0.0;73890.0;0.0;0.0;0.0;0.0;5090.0;1440.0;5.0;1.74;110.0;0.54;263.0;381.0;0.0022;5.0;2.24;0.154;0.16;0.23;0.55;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
195;19859;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, hi-fat or breakfast, plain;486.137667;16800.0;29800.0;0.0;51390.0;7380.0;769.0;12640.0;1550.0;23710.0;5100.0;122.0;14.5;519.0;0.0;758.0;1574.0;0.0123;20.0;6.7;3.61;0.08;0.37;0.0;0.19;0.038;0.0;0.0023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.9;2
196;19860;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, hi-fat or breakfast, processed with alkali;479.445507;16800.0;33900.0;0.0;49710.0;7380.0;769.0;12640.0;1530.0;23710.0;6790.0;122.0;14.5;476.0;0.0;758.0;2509.0;0.0123;20.0;6.7;3.61;0.08;0.37;0.0;0.19;0.038;0.0;0.0044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.4;2
197;16118;85;soy;soy;soy bean;soy flour, low-fat;375.0;45510.0;16000.0;0.0;34930.0;1460.0;4215.0;1290.0;10530.0;8900.0;6040.0;285.0;8.2;285.0;3.15;675.0;2090.0;0.0589;9.0;4.1;1.6;1.088;0.28;1.55;1.05;0.289;0.0;0.0039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.7;2
198;9188;791;fruits;fruit products;fruit salad;fruit, mixed, (prune and apricot and pear), dried;243.068834;2460.0;7800.0;0.0;64060.0;232.0;110.0;40.0;0.0;490.0;1820.0;38.0;2.71;39.0;0.227;77.0;796.0;0.0;18.0;0.5;0.385;0.044;0.157;0.441;0.159;0.004;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
199;19171;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, unsweetened, hersheys european style cocoa;400.095602;20000.0;20000.0;0.0;60000.0;0.0;0.0;0.0;0.0;10000.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
200;2006;74;herbs and spices;spices;cardamom;spices, cardamom;311.424474;10760.0;28000.0;0.0;68470.0;870.0;430.0;680.0;0.0;6700.0;5780.0;383.0;13.97;229.0;28.0;178.0;1119.0;0.0;18.0;7.47;0.383;0.198;0.182;0.0;0.23;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
201;9085;204;fruits;berries;common grape;currants, zante, dried;283.0;4080.0;6800.0;0.0;74080.0;47.0;180.0;28.0;67280.0;270.0;2360.0;86.0;3.26;41.0;0.469;125.0;892.0;0.0007;8.0;0.66;0.468;0.16;0.142;0.045;0.296;0.01;4.7;0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.6;4
202;11982;40;vegetables;fruit vegetables;pepper;peppers, pasilla, dried;345.0;12350.0;26800.0;0.0;51130.0;0.0;0.0;0.0;0.0;15850.0;5820.0;97.0;9.83;130.0;1.58;267.0;2222.0;0.0032;89.0;1.4;0.423;0.172;3.197;1.591;4.228;0.17;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
203;11663;285;aquatic foods;seaweed;agar;seaweed, agar, dried;306.405354;6210.0;7700.0;0.0;80880.0;27.0;102.0;61.0;2970.0;300.0;3930.0;625.0;21.4;770.0;4.3;52.0;1125.0;0.0074;102.0;5.8;0.61;0.01;0.222;3.018;0.303;0.58;0.0;0.0244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.3;1
204;35194;577;vegetables;other vegetables;agave;agave, dried (southwest);341.061185;1710.0;15600.0;0.0;81980.0;0.0;0.0;0.0;50700.0;690.0;3980.0;770.0;3.64;207.0;0.337;37.0;767.0;0.0006;14.0;12.1;0.189;0.021;0.644;0.15;0.216;0.007;0.3;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
205;35134;205;cereals and cereal products;cereals;corn;corn, dried (navajo);386.23327;9880.0;0.0;0.0;74930.0;1483.0;1900.0;820.0;5380.0;5220.0;1860.0;15.0;1.92;124.0;0.848;337.0;511.0;0.0;13.0;3.05;0.195;0.2;0.068;0.38;0.372;0.077;0.0;0.0009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
